学号,专业,生源所在地,性别,学位性质,民族,政治面貌,出入日期,年级,分数1,分数2,分数3
7225,工商管理,山东省,女,本科,汉族,共青团员,19860307 ,2005,68,77,70
7226,工商管理,北京市,女,本科,汉族,共青团员,19870804 ,2005,76,93,81
7227,工商管理,浙江省,女,本科,汉族,共青团员,19870322 ,2005,94,72,92
7228,工商管理,青海省,女,本科,汉族,共青团员,19861019 ,2005,62,67,77
7229,工商管理,安徽省,男,本科,汉族,共青团员,19881015 ,2005,82,60,66
7230,工商管理,江苏省,男,本科,汉族,共青团员,19880620 ,2005,72,76,74
7231,工商管理,安徽省,男,本科,汉族,中共预备党员,19871108 ,2005,65,67,92
7232,工商管理,青海省,男,本科,汉族,共青团员,19861012 ,2005,65,58,66
7233,工商管理,北京市,男,本科,满族,共青团员,19861123 ,2005,61,91,74
7234,工商管理,山东省,男,本科,汉族,共青团员,19860322 ,2005,94,81,70
7235,工商管理,辽宁省,男,本科,汉族,共青团员,19860925 ,2005,92,94,87
7236,工商管理,贵州省,男,本科,回族,群众,19871016 ,2005,94,59,69
7237,工商管理,河南省,男,本科,汉族,共青团员,19880112 ,2005,77,78,76
7238,工商管理,陕西省,男,本科,汉族,共青团员,19870505 ,2005,76,55,91
7239,工商管理,河北省,男,本科,汉族,共青团员,19861202 ,2005,88,57,84
7240,工商管理,河北省,男,本科,壮族,共青团员,19860602 ,2005,87,61,91
7241,工商管理,宁夏回族自治区,男,本科,汉族,共青团员,19850723 ,2005,51,79,90
7242,工商管理,河南省,男,本科,汉族,共青团员,19860510 ,2005,92,61,73
7243,工商管理,江苏省,男,本科,汉族,共青团员,19861203 ,2005,67,60,82
7244,工商管理,福建省,男,本科,汉族,共青团员,19880104 ,2005,51,60,69
7245,工商管理,河北省,男,本科,汉族,共青团员,19860824 ,2005,69,79,77
7246,工商管理,云南省,女,本科,回族,共青团员,19870601 ,2005,95,59,83
7247,工商管理,辽宁省,女,本科,汉族,共青团员,19851213 ,2005,55,57,93
7248,工商管理,山东省,女,本科,汉族,共青团员,19860107 ,2005,81,83,79
7249,工商管理,辽宁省,女,本科,满族,共青团员,19860908 ,2005,88,91,87
7250,工商管理,青海省,女,本科,汉族,共青团员,19870903 ,2005,72,63,78
7251,工商管理,广东省,女,本科,汉族,中共党员,19860301 ,2005,87,69,75
7252,工商管理,湖南省,女,本科,瑶族,共青团员,19881105 ,2005,56,75,95
7253,工商管理,黑龙江省,女,本科,朝鲜族,共青团员,19841122 ,2005,78,75,86
7254,工商管理,河南省,女,本科,汉族,共青团员,19880126 ,2005,64,76,81
7255,工商管理,新疆维吾尔自治区,女,本科,满族,共青团员,19870430 ,2005,53,63,82
7256,工商管理,广东省,女,本科,汉族,共青团员,19861127 ,2005,56,81,92
7257,工商管理,宁夏回族自治区,女,本科,回族,中共预备党员,19870404 ,2005,75,91,67
7258,工商管理,黑龙江省,女,本科,汉族,共青团员,19870708 ,2005,89,75,67
7259,工商管理,甘肃省,女,本科,汉族,中共预备党员,19870710 ,2005,68,92,84
7260,工商管理,云南省,女,本科,汉族,共青团员,19870528 ,2005,72,69,82
7261,工商管理,湖南省,女,本科,汉族,共青团员,19870330 ,2005,63,90,91
7262,工商管理,山东省,女,本科,汉族,共青团员,19860105 ,2005,70,68,66
7263,工商管理,贵州省,女,本科,苗族,共青团员,19870904 ,2005,55,65,82
7264,工商管理,福建省,女,本科,汉族,共青团员,19870126 ,2005,53,86,68
7265,工商管理,浙江省,女,本科,汉族,共青团员,19870905 ,2005,70,62,76
7266,工商管理,甘肃省,女,本科,汉族,共青团员,19860301 ,2005,91,63,68
7267,工商管理,浙江省,女,本科,汉族,共青团员,19870508 ,2005,80,89,71
7268,工商管理,北京市,女,本科,汉族,共青团员,19861211 ,2005,69,58,66
7269,工商管理,新疆维吾尔自治区,女,本科,汉族,共青团员,19851105 ,2005,59,66,93
7270,工商管理,浙江省,女,本科,汉族,共青团员,19870702 ,2005,68,57,79
7271,工商管理,江苏省,女,本科,汉族,共青团员,19870101 ,2005,63,64,84
7272,工商管理,陕西省,女,本科,满族,共青团员,19870804 ,2005,88,92,74
7273,经济学,海南省,男,本科,汉族,共青团员,19860227 ,2005,72,60,79
7274,经济学,四川省,男,本科,汉族,共青团员,19870620 ,2005,91,75,77
7275,经济学,江西省,男,本科,汉族,共青团员,19881208 ,2005,86,75,94
7276,经济学,四川省,男,本科,汉族,共青团员,19860321 ,2005,50,80,94
7277,经济学,江西省,男,本科,汉族,共青团员,19861203 ,2005,76,70,76
7278,经济学,重庆市,男,本科,汉族,共青团员,19870411 ,2005,73,58,65
7279,经济学,湖北省,男,本科,汉族,共青团员,19860629 ,2005,52,62,72
7280,经济学,重庆市,男,本科,汉族,共青团员,19870612 ,2005,54,85,82
7281,经济学,山西省,男,本科,汉族,群众,19890820 ,2005,73,61,81
7282,经济学,吉林省,男,本科,汉族,共青团员,19860808 ,2005,78,60,88
7283,经济学,江西省,男,本科,汉族,共青团员,19870920 ,2005,56,89,76
7284,经济学,山西省,男,本科,汉族,共青团员,19870504 ,2005,91,74,67
7285,经济学,海南省,男,本科,汉族,群众,19860228 ,2005,76,62,83
7286,经济学,吉林省,男,本科,汉族,共青团员,19860718 ,2005,56,62,76
7287,经济学,湖北省,男,本科,汉族,共青团员,19870827 ,2005,92,88,78
7288,经济学,内蒙古自治区,男,本科,蒙古族,共青团员,19861114 ,2005,74,71,82
7289,经济学,内蒙古自治区,男,本科,汉族,共青团员,19851126 ,2005,56,69,80
7290,经济学,四川省,男,本科,汉族,共青团员,19850726 ,2005,79,68,81
7291,经济学,湖北省,女,本科,汉族,共青团员,19880214 ,2005,57,89,73
7292,经济学,内蒙古自治区,女,本科,汉族,共青团员,19851004 ,2005,83,70,94
7293,经济学,天津市,女,本科,汉族,共青团员,19860729 ,2005,60,87,84
7294,经济学,吉林省,女,本科,汉族,共青团员,19870705 ,2005,70,88,76
7295,经济学,天津市,女,本科,汉族,共青团员,19870520 ,2005,76,55,81
7296,经济学,海南省,女,本科,壮族,共青团员,19870319 ,2005,74,56,71
7297,经济学,广西壮族自治区,女,本科,汉族,共青团员,19850920 ,2005,69,68,91
7298,经济学,广西壮族自治区,女,本科,壮族,共青团员,19870809 ,2005,81,55,68
7299,经济学,重庆市,女,本科,汉族,共青团员,19860722 ,2005,85,77,86
7300,经济学,山西省,女,本科,汉族,共青团员,19860513 ,2005,96,61,79
7301,经济学,内蒙古自治区,女,本科,蒙古族,共青团员,19880917 ,2005,52,71,67
7302,经济学,江西省,女,本科,汉族,共青团员,19880322 ,2005,96,91,92
7303,经济学,吉林省,女,本科,汉族,共青团员,19870221 ,2005,56,58,81
7304,经济学,海南省,女,本科,汉族,共青团员,19880923 ,2005,69,66,86
7305,经济学,广西壮族自治区,女,本科,京族,共青团员,19860828 ,2005,94,87,81
7306,经济学,湖北省,女,本科,汉族,共青团员,19870623 ,2005,94,73,91
7307,经济学,天津市,女,本科,汉族,共青团员,19861006 ,2005,87,61,68
7308,经济学,天津市,女,本科,汉族,共青团员,19870130 ,2005,67,74,85
7309,经济学,山西省,女,本科,汉族,中共预备党员,19850119 ,2005,75,89,68
7310,经济学,四川省,女,本科,汉族,共青团员,19860410 ,2005,97,63,83
7311,经济学,重庆市,女,本科,汉族,共青团员,19871101 ,2005,51,91,88
7312,国际商务,上海市,男,本科,汉族,共青团员,19871001 ,2005,53,74,85
7313,国际商务,山东省,男,本科,汉族,共青团员,19861003 ,2005,53,58,71
7314,国际商务,湖南省,男,本科,汉族,中共党员,19840305 ,2005,57,65,69
7315,国际商务,山东省,男,本科,汉族,共青团员,19860905 ,2005,73,78,90
7316,国际商务,江苏省,男,本科,汉族,共青团员,19870415 ,2005,91,67,79
7317,国际商务,河北省,男,本科,汉族,共青团员,19870517 ,2005,72,89,75
7318,国际商务,安徽省,男,本科,汉族,共青团员,19870308 ,2005,66,91,85
7319,国际商务,福建省,男,本科,汉族,共青团员,19860722 ,2005,96,76,82
7320,国际商务,上海市,男,本科,汉族,共青团员,19861205 ,2005,72,95,88
7321,国际商务,湖南省,男,本科,汉族,共青团员,19860824 ,2005,84,88,66
7322,国际商务,北京市,男,本科,汉族,共青团员,19871009 ,2005,54,75,72
7323,国际商务,浙江省,男,本科,汉族,共青团员,19870518 ,2005,62,73,75
7324,国际商务,辽宁省,男,本科,汉族,共青团员,19860516 ,2005,76,88,72
7325,国际商务,安徽省,男,本科,汉族,共青团员,19870825 ,2005,56,65,83
7326,国际商务,福建省,女,本科,汉族,共青团员,19870619 ,2005,86,68,90
7327,国际商务,福建省,女,本科,汉族,共青团员,19871011 ,2005,80,77,75
7328,国际商务,辽宁省,女,本科,汉族,共青团员,19880407 ,2005,70,86,65
7329,国际商务,湖南省,女,本科,汉族,共青团员,19870406 ,2005,67,86,66
7330,国际商务,山东省,女,本科,汉族,共青团员,19870716 ,2005,58,57,79
7331,国际商务,浙江省,女,本科,汉族,共青团员,19870412 ,2005,65,77,66
7332,国际商务,河北省,女,本科,汉族,共青团员,19840202 ,2005,53,92,71
7333,国际商务,河南省,女,本科,汉族,共青团员,19870502 ,2005,88,92,91
7334,国际商务,江苏省,女,本科,汉族,共青团员,19881117 ,2005,61,88,80
7335,国际商务,浙江省,女,本科,汉族,共青团员,19870910 ,2005,54,83,90
7336,国际商务,北京市,女,本科,汉族,共青团员,19870330 ,2005,70,68,95
7337,国际商务,江苏省,女,本科,汉族,共青团员,19881120 ,2005,50,83,65
7338,国际商务,安徽省,女,本科,汉族,共青团员,19870205 ,2005,97,65,83
7339,国际商务,广东省,女,本科,汉族,共青团员,19870213 ,2005,90,64,73
7340,国际商务,河北省,女,本科,汉族,共青团员,19860723 ,2005,95,82,89
7341,国际商务,上海市,女,本科,汉族,共青团员,19870205 ,2005,87,57,66
7342,国际商务,江苏省,女,本科,汉族,共青团员,19861130 ,2005,68,70,80
7343,国际商务,河南省,女,本科,汉族,共青团员,19880915 ,2005,59,77,92
7344,国际商务,河南省,女,本科,汉族,共青团员,19870815 ,2005,94,57,89
7345,国际商务,辽宁省,女,本科,汉族,共青团员,19871004 ,2005,81,79,90
7346,国际商务,广东省,女,本科,汉族,共青团员,19861029 ,2005,94,56,94
7347,国际商务,安徽省,女,本科,汉族,共青团员,19880121 ,2005,85,77,81
7348,国际商务,北京市,女,本科,汉族,共青团员,19870822 ,2005,80,73,76
7349,国际商务,山东省,男,本科,汉族,共青团员,19860901 ,2005,78,70,86
7350,国际商务,上海市,男,本科,汉族,共青团员,19870315 ,2005,84,84,67
7351,国际商务,辽宁省,男,本科,汉族,中共预备党员,19850812 ,2005,71,95,73
7352,国际商务,江苏省,男,本科,汉族,共青团员,19870416 ,2005,62,59,76
7353,国际商务,河北省,男,本科,汉族,共青团员,19870824 ,2005,81,94,90
7354,国际商务,安徽省,男,本科,汉族,共青团员,19870929 ,2005,84,67,90
7355,国际商务,安徽省,男,本科,汉族,共青团员,19870622 ,2005,76,73,85
7356,国际商务,福建省,男,本科,汉族,共青团员,19850628 ,2005,60,72,71
7357,国际商务,湖南省,男,本科,回族,共青团员,19890613 ,2005,95,69,79
7358,国际商务,辽宁省,男,本科,汉族,共青团员,19870312 ,2005,57,68,67
7359,国际商务,山东省,男,本科,汉族,共青团员,19861102 ,2005,90,65,72
7360,国际商务,河北省,女,本科,汉族,共青团员,19860127 ,2005,62,64,79
7361,国际商务,辽宁省,女,本科,汉族,共青团员,19880521 ,2005,67,79,76
7362,国际商务,广东省,女,本科,汉族,共青团员,19860620 ,2005,96,59,86
7363,国际商务,福建省,女,本科,汉族,共青团员,19870119 ,2005,51,63,76
7364,国际商务,上海市,女,本科,汉族,共青团员,19861120 ,2005,64,74,86
7365,国际商务,河南省,女,本科,汉族,共青团员,19870725 ,2005,62,87,69
7366,国际商务,上海市,女,本科,汉族,共青团员,19870610 ,2005,75,69,76
7367,国际商务,河南省,女,本科,汉族,共青团员,19880701 ,2005,86,71,72
7368,国际商务,山东省,女,本科,汉族,共青团员,19870918 ,2005,64,92,87
7369,国际商务,广东省,女,本科,汉族,共青团员,19870519 ,2005,53,70,91
7370,国际商务,浙江省,女,本科,汉族,共青团员,19860515 ,2005,88,73,84
7371,国际商务,辽宁省,女,本科,满族,共青团员,19870619 ,2005,77,79,90
7372,国际商务,湖南省,女,本科,汉族,共青团员,19861117 ,2005,96,68,86
7373,国际商务,北京市,女,本科,汉族,共青团员,19871216 ,2005,89,93,86
7374,国际商务,浙江省,女,本科,汉族,共青团员,19861114 ,2005,73,60,72
7375,国际商务,河南省,女,本科,汉族,共青团员,19880804 ,2005,95,64,89
7376,国际商务,浙江省,女,本科,汉族,共青团员,19861127 ,2005,79,82,69
7377,国际商务,安徽省,女,本科,汉族,共青团员,19880506 ,2005,77,56,71
7378,国际商务,北京市,女,本科,汉族,共青团员,19880709 ,2005,71,68,84
7379,国际商务,安徽省,女,本科,汉族,共青团员,19871209 ,2005,66,70,71
7380,国际商务,北京市,女,本科,汉族,共青团员,19870710 ,2005,79,77,72
7381,国际商务,湖南省,女,本科,侗族,共青团员,19860811 ,2005,75,66,92
7382,国际商务,河北省,女,本科,汉族,共青团员,19850829 ,2005,92,56,93
7383,国际商务,江苏省,女,本科,汉族,共青团员,19861023 ,2005,81,58,95
7384,国际商务,江苏省,女,本科,汉族,共青团员,19880406 ,2005,95,92,95
7385,工商管理,安徽省,男,本科,汉族,共青团员,19851001 ,2006,56,62,90
7386,工商管理,甘肃省,男,本科,汉族,共青团员,19861102 ,2006,56,77,85
7387,工商管理,广西壮族自治区,男,本科,汉族,共青团员,19871108 ,2006,84,65,90
7388,工商管理,河北省,男,本科,汉族,共青团员,19871123 ,2006,95,74,85
7389,工商管理,湖南省,男,本科,汉族,共青团员,19890214 ,2006,64,57,88
7390,工商管理,吉林省,男,本科,汉族,共青团员,19850722 ,2006,62,86,82
7391,工商管理,江西省,男,本科,汉族,共青团员,19880610 ,2006,57,71,81
7392,工商管理,辽宁省,男,本科,汉族,共青团员,19880130 ,2006,80,69,81
7393,工商管理,青海省,男,本科,汉族,共青团员,19880201 ,2006,84,67,76
7394,工商管理,四川省,男,本科,汉族,共青团员,19870811 ,2006,56,59,71
7395,工商管理,新疆维吾尔自治区,男,本科,汉族,共青团员,19870315 ,2006,81,83,86
7396,工商管理,浙江省,男,本科,汉族,共青团员,19880420 ,2006,87,59,93
7397,工商管理,安徽省,女,本科,汉族,共青团员,19880416 ,2006,64,93,79
7398,工商管理,北京市,女,本科,汉族,共青团员,19880125 ,2006,63,84,66
7399,工商管理,北京市,女,本科,汉族,共青团员,19870211 ,2006,67,79,76
7400,工商管理,甘肃省,女,本科,汉族,共青团员,19881017 ,2006,80,94,88
7401,工商管理,广东省,女,本科,汉族,共青团员,19880221 ,2006,88,67,93
7402,工商管理,河南省,女,本科,汉族,共青团员,19890203 ,2006,59,76,71
7403,工商管理,江苏省,女,本科,汉族,共青团员,19871129 ,2006,54,59,65
7404,工商管理,辽宁省,女,本科,汉族,共青团员,19870322 ,2006,86,79,73
7405,工商管理,宁夏回族自治区,女,本科,汉族,共青团员,19880708 ,2006,78,60,94
7406,工商管理,山西省,女,本科,汉族,共青团员,19871208 ,2006,82,63,75
7407,工商管理,新疆维吾尔自治区,女,本科,汉族,共青团员,19861024 ,2006,62,93,71
7408,工商管理,浙江省,女,本科,汉族,共青团员,19881010 ,2006,97,87,86
7409,工商管理,福建省,男,本科,汉族,共青团员,19881030 ,2006,56,90,87
7410,工商管理,广东省,男,本科,汉族,共青团员,19870318 ,2006,69,56,75
7411,工商管理,河南省,男,本科,汉族,共青团员,19880824 ,2006,50,58,85
7412,工商管理,湖南省,男,本科,侗族,共青团员,19881003 ,2006,51,77,74
7413,工商管理,吉林省,男,本科,汉族,共青团员,19880112 ,2006,84,78,93
7414,工商管理,江西省,男,本科,汉族,共青团员,19880813 ,2006,83,57,95
7415,工商管理,内蒙古自治区,男,本科,汉族,共青团员,19870126 ,2006,90,64,73
7416,工商管理,四川省,男,本科,汉族,共青团员,19880124 ,2006,84,94,87
7417,工商管理,安徽省,女,本科,汉族,共青团员,19880620 ,2006,58,81,93
7418,工商管理,甘肃省,女,本科,汉族,共青团员,19871210 ,2006,94,88,85
7419,工商管理,广东省,女,本科,汉族,共青团员,19870403 ,2006,65,82,72
7420,工商管理,贵州省,女,本科,汉族,共青团员,19870611 ,2006,76,84,79
7421,工商管理,河北省,女,本科,汉族,共青团员,19880728 ,2006,75,60,75
7422,工商管理,黑龙江省,女,本科,汉族,共青团员,19870616 ,2006,69,58,72
7423,工商管理,江苏省,女,本科,汉族,共青团员,19880914 ,2006,70,66,81
7424,工商管理,内蒙古自治区,女,本科,蒙古族,共青团员,19861018 ,2006,79,80,78
7425,工商管理,山西省,女,本科,汉族,共青团员,19880428 ,2006,69,76,70
